in_a_case_id,in_bool_context,in_bool_shade,in_context_seed,in_room_height,in_room_north,in_room_width,in_shade_hor_depth,in_shade_vert_both_sides,in_shade_vert_depth,in_window_g,in_window_height,in_window_hor_separ,in_window_sill_height,in_window_wwr,ext_wall_area(m2),ext_win_area(m2),volume(m3),org_floor_area(m2),adj_floor_area(m2),w_width(m),w_height(m),w_aspect_ratio,w_count,shade_v_count,shade_h_count,shade_L,shade_R,shade_T,cooling_load(W/m2),peak_date,altitude(deg),azimuth(deg),w_rad_total(kWh),w_rad_april(kWh),w_rad_may(kWh),w_rad_jun(kWh),w_rad_jul(kWh),w_rad_aug(kWh),w_rad_sep(kWh),f_rad_total(kWh),f_rad_april(kWh),f_rad_may(kWh),f_rad_jun(kWh),f_rad_jul(kWh),f_rad_aug(kWh),f_rad_sep(kWh),solar_load(W/m2),solar_load_adj(W/m2)
463,0,1,34,3.646731232,322.7152193,18.29002567,0.194448253,1,0.226896006,0.316846422,2.847067592,1.842791051,0.503596097,0.57701237,66.698808,38.486037,300.144635,82.305116,62.055116,1.351778,2.847068,0.474797,10,20,10,1.0,1.0,1,117.682009,29 Jun 17:00,27.809777,273.011163,11614.918502,1608.220673,2307.460982,2462.161973,2295.414965,1801.000952,1139.199872,23065.845086,3223.390712,4595.917421,4822.580815,4524.215064,3598.15387,2299.213494,44.413045,58.906034
464,0,0,70,3.001026295,231.7614348,11.43314943,0.298122468,0,0.052853135,0.319273288,3.570105689,1.348590406,0.929129405,0.54137109,34.311182,18.575082,154.400319,51.449172,31.199172,0.789487,2.941006,0.268441,8,0,0,0.0,0.0,0,74.105678,02 Apr 15:00,31.108043,233.891868,11241.906414,1905.875579,2082.659283,1818.670843,1855.399332,1895.716794,1683.296424,20765.62086,3520.460699,3847.00881,3359.379428,3427.222894,3501.695778,3109.320973,61.609087,101.596815
465,1,0,65,3.088009405,95.01385251,17.78971695,0.492909146,0,0.908631376,0.398022577,3.547955085,3.641799358,0.103002889,0.622380913,54.934813,34.190379,247.20666,80.053726,59.803726,2.259588,3.026249,0.746663,5,0,0,0.0,0.0,0,78.413078,29 Jun 08:00,35.876625,97.331153,11858.349624,1844.258997,2222.955255,2257.094078,2300.216632,1912.829606,1323.440549,19067.608608,2966.088704,3574.228178,3629.43157,3698.160298,3075.639983,2127.990789,81.392746,108.952953
466,0,1,26,3.157291754,89.16115083,12.48489978,0.99916136,0,0.000413695,0.480373799,3.205645834,3.974027224,0.593324743,0.659039916,39.418471,25.978346,177.38312,56.182049,35.932049,2.798656,3.094146,0.9045,3,3,3,,,1,103.915877,29 Jun 08:00,35.876625,97.331153,10453.502232,1666.637824,1969.812628,1948.905605,1962.121785,1695.351828,1212.372086,19168.144105,3024.039995,3622.018501,3608.441386,3641.82498,3101.991888,2173.457021,89.34281,139.693178
467,0,1,18,3.964919858,95.19899407,13.11861428,0.863803674,1,0.749779656,0.395084442,3.307281277,1.1315186,1.263669795,0.681483865,52.014254,35.446875,234.064144,59.033764,38.783764,0.818873,3.607281,0.227006,12,24,12,1.0,1.0,1,86.395296,29 Jun 08:00,35.876625,97.331153,8712.444771,1357.378213,1685.545112,1688.203023,1691.347922,1408.263355,882.390438,26341.626228,4211.161675,4939.806517,4874.283539,4951.435735,4290.65902,3079.426855,74.063062,112.73329
468,1,0,10,5.210829005,128.2803392,8.60789286,0.873550569,0,0.889277416,0.401557943,2.639849067,1.010097488,0.577886578,0.717011905,44.854258,32.161037,201.84416,38.735518,21.533427,8.435735,3.812476,2.212666,1,0,0,0.0,0.0,0,85.100244,28 Aug 09:00,34.146199,121.939349,10923.902638,1827.370942,1962.176473,1844.573273,1966.494981,1829.838034,1497.74407,15656.090965,2630.820594,2811.02165,2640.347004,2813.723867,2628.522204,2137.35611,153.076674,275.362771
469,1,1,83,3.403261214,174.8707143,18.3139541,0.31888887,1,0.363299483,0.423903089,2.422784471,3.229676132,1.384652534,0.622118012,62.32717,38.774855,280.472263,82.412793,62.162793,2.37348,2.722784,0.871711,6,12,6,1.0,1.0,1,46.112097,05 Sep 11:00,43.517853,159.53255,11076.321194,2033.417602,1922.8703,1617.521663,1782.234061,1939.479035,1781.47598,21394.279407,3794.599972,3829.218058,3307.045322,3590.726906,3704.630692,3169.889843,79.80001,105.795467
470,0,0,40,5.438902772,258.1294077,14.49628856,0.795182166,0,0.144650745,0.379200377,2.8881765,1.870532178,0.750113551,0.714544677,78.843904,56.337492,354.797568,65.233299,44.983299,14.206363,3.965652,3.582352,1,0,0,0.0,0.0,0,125.677659,16 Aug 16:00,29.790717,253.372141,32226.268649,5139.110615,6194.653006,5687.696046,5608.994413,5320.196866,4274.524057,45100.428866,7192.147984,8669.371874,7959.889281,7849.746923,7445.576869,5982.165384,190.748386,276.61703
471,1,0,30,4.661126161,95.58916125,10.17731118,0.566761731,0,0.385413283,0.465455765,3.276852359,2.11324941,0.399517437,0.789297286,47.437731,37.442473,213.469791,45.7979,25.5479,1.982734,3.776852,0.52497,5,0,0,0.0,0.0,0,101.251968,29 Jun 09:00,44.905465,111.043783,7454.569696,1142.537936,1427.02176,1395.065202,1458.511154,1236.843839,797.954507,9629.407894,1468.886737,1836.654287,1810.820907,1889.220903,1583.91425,1044.586061,146.151024,261.994525
472,1,0,19,5.130806749,309.3890625,14.56356595,0.198856214,1,0.079289848,0.312470579,2.755716586,3.064630245,0.458431561,0.567604771,74.722842,42.413042,336.252791,65.536047,45.286047,14.272295,2.971704,4.80273,1,0,0,0.0,0.0,0,103.417116,29 Jun 15:00,46.061708,246.876803,7996.020039,1168.793315,1598.55869,1592.794932,1549.709203,1236.594485,847.923295,14437.688513,2091.849555,2895.760054,2900.386559,2809.459676,2224.751848,1512.031346,43.433015,62.854418
473,1,0,80,4.712535069,276.97795,5.467668161,0.256294351,1,0.146228048,0.431186053,2.953250926,2.034056454,0.156143093,0.351091236,25.766578,9.04642,115.949601,24.604507,21.601592,1.021069,2.953251,0.345744,3,0,0,0.0,0.0,0,147.410354,29 Jun 16:00,37.10851,260.935306,2700.244379,386.781696,553.859431,537.539893,520.391041,418.840792,282.055188,8417.248914,1227.779014,1723.45428,1642.676912,1598.356975,1335.779497,887.621607,84.325058,96.047384
474,1,1,95,3.857894019,225.1739849,11.71096157,0.35344266,1,0.404798638,0.456220091,2.923066241,1.085530149,0.003007917,0.704361198,45.179649,31.822791,203.308419,52.699327,32.449327,0.845143,3.423066,0.246897,11,22,11,1.0,1.0,1,107.158093,02 Apr 14:00,37.777151,217.645838,12532.836232,2233.140012,2279.851629,1869.546929,1964.621389,2154.98737,2030.559282,25140.585935,4328.585384,4630.153952,3960.581781,4093.116551,4267.167878,3860.321089,150.376455,244.218869
475,1,1,70,3.324805868,136.8300378,18.76485756,0.275643853,0,0.738740593,0.335806591,2.872624417,3.676575045,0.414619496,0.694995784,62.389509,43.360445,280.752788,84.441859,64.191859,2.733412,3.172624,0.861562,5,5,5,0.0,1.0,1,54.841911,27 Aug 10:00,41.555077,138.086389,10571.267278,1777.909209,1940.111217,1789.923704,1920.493929,1806.862635,1339.715461,17901.225218,3005.878969,3295.022827,3028.419843,3244.811017,3055.85669,2276.504791,50.921471,66.985187
476,1,0,50,5.147947297,36.2615339,14.32029362,0.432733454,1,0.095618886,0.368702987,3.656728303,2.303590873,0.260193444,0.399495184,73.720117,29.450832,331.740526,64.441321,44.191321,1.342312,3.656728,0.36708,6,0,0,0.0,0.0,0,15.889002,30 Jul 08:00,31.828814,100.491912,4210.539473,604.746288,809.644987,879.404479,850.146247,637.016826,430.088065,10604.464314,1512.18865,2044.400139,2229.400107,2152.278686,1600.455448,1066.76932,11.765458,17.1568
477,0,0,25,3.274480904,23.61110447,11.04813749,0.436112907,1,0.760722283,0.476675362,2.6446847,3.178766438,0.14041663,0.540706512,36.176915,19.561094,162.796119,49.716619,29.466619,2.46546,2.644685,0.932232,3,0,0,0.0,0.0,0,55.971948,31 Jul 11:00,54.132984,152.179815,5262.926026,743.104954,1028.126386,1111.736352,1061.266201,801.773645,516.372138,9733.42454,1374.322186,1901.449987,2056.080937,1962.739822,1482.82595,954.995222,21.098061,35.597035
478,0,1,26,4.857649277,295.4499046,16.66546196,0.756432599,1,0.932549906,0.473615534,2.478353908,1.450802953,1.368363887,0.594951326,80.954969,48.164266,364.297362,74.994579,54.744579,16.332153,2.949046,5.538114,1,2,1,1.0,1.0,1,67.476368,06 Jun 17:00,26.720799,273.573044,18021.299644,2626.725224,3564.915267,3572.298407,3376.369758,2888.453187,1991.83747,36812.35765,5398.727558,7306.002273,7236.312597,6893.653357,5898.687175,4077.070972,162.936858,223.207143
479,0,1,74,3.665508013,358.6159132,10.41996541,0.106183802,0,0.044887869,0.435698648,3.165651042,3.241216403,0.607917939,0.64225281,38.194467,24.530504,171.8751,46.889844,26.639844,2.359393,3.465651,0.680794,3,3,3,1.0,0.0,1,57.66425,31 Jul 12:00,56.618921,177.014986,6080.79548,852.682662,1172.369866,1300.398629,1216.52072,920.154321,617.974874,9469.743838,1327.785714,1825.820623,2025.281835,1894.61024,1432.892403,962.268798,24.078582,42.381665
480,0,1,94,4.159957748,195.5482757,12.61040184,0.556624448,0,0.532435151,0.292724469,2.931605162,1.428727417,0.759408989,0.730327047,52.458739,38.312036,236.064325,56.746808,36.496808,1.240496,3.431605,0.361492,9,9,9,0.0,1.0,1,35.284768,02 Apr 12:00,43.612426,178.619628,14861.859706,2771.189643,2507.053823,2072.882781,2253.761513,2560.140969,2695.921668,31007.989718,5666.832753,5390.426084,4486.644795,4838.810326,5347.774975,5278.204044,78.168224,121.539319
481,1,1,45,5.124984637,64.70971177,8.929798934,0.023791053,0,0.686701749,0.421141279,3.373805872,3.595440754,0.525494803,0.336004955,45.765082,15.377294,205.942871,40.184095,20.874335,2.278924,3.373806,0.675476,2,2,2,0.0,1.0,1,52.359703,29 Jun 08:00,35.876625,97.331153,4572.901639,653.107155,902.64326,960.961291,928.825935,705.846712,421.638136,16233.435829,2405.606327,3154.782692,3291.294812,3227.89429,2544.211431,1611.033606,45.221371,87.053306
482,1,0,26,5.448812439,89.97880338,19.63421421,0.899279966,0,0.574802625,0.283847735,2.340767255,1.601821712,0.270583722,0.846266313,106.983151,90.536236,481.424178,88.353964,68.103964,19.24153,4.705251,4.089373,1,0,0,0.0,0.0,0,74.082336,29 Jun 09:00,44.905465,111.043783,16928.56181,2392.85894,3343.253087,3511.341661,3439.84876,2660.811275,1581.679299,20482.166827,2874.535078,4056.84314,4258.779684,4188.872724,3220.062588,1885.339102,70.657944,91.667343
483,1,1,81,5.184960614,228.632055,12.59378169,0.735381841,0,0.263433064,0.349308144,3.360535353,1.860894075,0.928307239,0.380263526,65.298262,24.830547,293.842179,56.672018,36.422018,1.055552,3.360535,0.314102,7,7,7,0.0,1.0,1,33.226037,05 Sep 13:00,43.397015,201.014668,5145.889785,934.644161,907.878624,763.742648,807.453956,875.499679,855.890334,17305.938902,3041.747676,3142.564585,2690.079045,2829.219522,2924.22839,2675.908512,42.759406,66.532882
484,0,0,95,3.421674735,254.451256,5.335881222,0.504442548,0,0.380772774,0.486562299,2.809297051,1.327675868,0.691509791,0.772960772,18.25765,14.112447,82.159425,24.011465,21.486078,1.066121,3.309297,0.322159,4,0,0,0.0,0.0,0,118.573655,16 Aug 15:00,38.328764,239.069087,8172.578632,1313.612074,1564.558056,1426.822365,1412.636867,1352.637997,1102.014173,10573.084677,1699.455278,2024.1108,1845.918415,1827.566266,1749.944147,1425.705406,184.956742,206.695812
485,0,0,35,4.17934296,272.2687232,13.61912466,0.030967534,1,0.155426592,0.279047694,2.949250187,3.705534099,1.02186775,0.891949941,56.918993,50.768892,256.135467,61.286061,41.036061,13.346742,3.803842,3.508753,1,0,0,0.0,0.0,0,71.621611,06 Jun 16:00,36.018956,261.564161,27161.073026,4197.990167,5296.970668,4999.060725,4858.695406,4436.955161,3370.60096,30451.342284,4706.531138,5938.641176,5604.642658,5447.273612,4974.444138,3778.912719,117.546207,175.551547
486,1,1,53,3.254332616,107.8645741,10.93401144,0.741716543,0,0.847657357,0.359357038,2.960253401,3.370681501,0.125688853,0.357636455,35.58291,12.725746,160.123095,49.203051,28.953051,1.432957,2.960253,0.484066,3,3,3,0.0,1.0,1,37.33644,29 Jun 09:00,44.905465,111.043783,1934.679508,271.867605,384.046872,411.636387,392.715888,300.666719,173.560918,8700.724863,1257.822331,1718.044301,1772.851316,1753.874474,1396.384642,801.885149,16.676263,28.339776
487,1,1,62,4.934515953,93.8839635,5.379596532,0.397741922,1,0.168087355,0.409240095,3.276096754,2.034053485,1.125861283,0.897742168,26.545705,23.831199,119.455672,24.208184,21.524779,5.272005,4.52033,1.166288,1,2,1,1.0,1.0,1,8.043549,28 Aug 10:00,41.265723,138.371447,1811.049911,312.977499,316.09552,292.228342,307.809401,306.24388,276.077194,2381.227594,409.334179,417.065532,386.194686,407.92909,403.667979,357.510981,33.048736,37.168786
488,1,0,36,4.175064224,147.8092366,11.01376485,0.856787631,0,0.373831382,0.291752522,3.24736525,2.793265842,0.924685837,0.585328943,45.983176,26.915284,206.92429,49.561942,29.311942,2.072086,3.247365,0.638082,4,0,0,0.0,0.0,0,39.923757,02 Apr 10:00,36.93858,140.070398,14893.043155,2652.059055,2608.024013,2327.112133,2504.674469,2542.931985,2260.612708,25021.086546,4452.446426,4385.451727,3913.513227,4211.411388,4271.105027,3790.942856,71.732858,121.289124
489,0,0,50,4.703329228,246.3662239,6.994737291,0.22717978,0,0.811256383,0.305001445,2.091265686,1.417601332,0.858348782,0.303993831,32.898552,10.000957,148.043486,31.476318,22.506222,0.95645,2.091266,0.457355,5,0,0,0.0,0.0,0,41.987959,02 Apr 15:00,31.108043,233.891868,5923.800831,970.405701,1121.776681,1007.209431,1006.990157,986.524722,830.654985,19486.583088,3192.188901,3690.129894,3313.256288,3312.534972,3245.213082,2732.473249,51.898748,72.583549
490,0,0,55,3.700634807,270.9001083,10.00648686,0.712272796,1,0.240820789,0.499926502,3.907105367,2.524879823,1.009316618,0.406382876,37.030354,15.048502,166.636591,45.029191,24.779191,1.037363,3.626622,0.286041,4,0,0,0.0,0.0,0,147.733504,29 Jun 16:00,37.10851,260.935306,8096.92987,1255.130375,1577.262344,1484.495389,1444.557961,1324.01239,1011.241634,19924.388651,3088.541716,3881.222676,3652.947861,3554.672502,3258.041993,2488.396483,108.024578,196.304204
491,0,1,90,4.924145669,115.9253944,18.30601197,0.770418808,1,0.348366774,0.374806795,3.453587109,2.183599138,0.097182877,0.365052004,90.14147,32.906324,405.636613,82.377054,62.127054,1.19102,3.453587,0.344865,8,16,8,1.0,1.0,1,32.09745,14 Aug 08:00,28.878238,103.935512,13529.628478,2278.930342,2466.430894,2341.321354,2432.601497,2254.564753,1759.421064,49914.881726,8327.066867,9117.569429,8693.356391,9024.200853,8291.712599,6470.942061,59.638614,79.07752
492,0,1,6,3.145682769,32.14393149,17.01626927,0.914006359,1,0.870324883,0.448254024,2.634623752,3.440313428,0.505767086,0.549040841,53.527785,29.38894,240.875033,76.573212,56.323212,2.230978,2.634624,0.846792,5,10,5,1.0,1.0,1,45.314834,31 Jul 12:00,56.618921,177.014986,4736.660454,671.40178,925.830064,985.764218,942.9561,725.994251,484.564229,15469.542399,2194.167915,3040.754017,3248.415861,3121.745774,2370.713107,1492.85848,11.495421,15.628393
493,1,1,65,3.902846308,335.3013849,13.73495828,0.391481207,0,0.026897528,0.469055496,3.948000149,3.845674344,1.248770374,0.87071431,53.605431,46.675016,241.22444,61.807312,41.557312,3.050823,3.824789,0.797645,4,4,4,1.0,0.0,1,27.755786,28 Jun 16:00,37.118351,261.024176,6400.360979,929.756215,1247.664368,1309.488363,1268.656496,977.247366,665.95402,7964.032832,1144.239854,1561.227874,1646.738276,1590.187582,1209.222698,810.360782,40.600206,60.383829
494,0,0,39,3.683961493,177.8222606,9.956584676,0.035410014,0,0.326150097,0.489888209,3.693240093,3.683882529,0.625181259,0.874906408,36.679675,32.091282,165.058535,44.804631,24.554631,2.962952,3.610282,0.820698,3,0,0,0.0,0.0,0,190.253047,02 Apr 11:00,41.733145,158.410916,18735.20949,3461.816334,3202.771084,2701.157745,2943.952145,3235.381136,3192.011885,21413.958283,3956.784709,3660.701335,3087.367643,3364.876637,3697.973947,3648.403771,210.765122,384.581366
495,1,1,11,5.123908562,5.361797255,5.154593089,0.022464774,0,0.955099628,0.349895084,2.114504103,1.594655224,1.330737931,0.702286606,26.411664,18.548558,118.852486,23.195669,21.322027,5.051501,3.67189,1.375722,1,1,1,1.0,0.0,1,5.966435,27 Jun 12:00,61.792501,178.23048,1949.609654,290.984474,374.128579,389.549515,380.569199,302.089166,211.904746,3189.381633,466.105358,620.498375,646.593058,626.674659,492.634239,336.169247,13.960533,15.187294
496,0,0,7,4.338827541,98.73671504,15.25100641,0.881056576,1,0.646774472,0.284344705,3.426249313,3.214002065,1.031055973,0.428123749,66.171487,28.329585,297.77169,68.629529,48.379529,1.653679,3.426249,0.48265,5,0,0,0.0,0.0,0,77.528343,29 Jun 08:00,35.876625,97.331153,14632.042412,2356.420736,2732.094734,2681.07534,2733.642778,2391.98528,1739.715991,34177.136209,5504.064983,6381.554355,6262.384622,6385.170239,5587.135708,4063.582402,50.487778,71.620218
497,1,1,88,5.469430047,100.7098744,16.27583137,0.659941133,1,0.709021627,0.476770698,2.20471531,2.126247072,0.605718681,0.88943797,89.019521,79.177342,400.587845,73.241241,52.991241,15.950315,4.963999,3.213199,1,2,1,1.0,1.0,1,249.873587,29 Jun 08:00,35.876625,97.331153,30755.195556,4995.90012,5733.957774,5602.436793,5724.79554,5041.403399,3662.606941,39328.426639,6369.436943,7329.580915,7157.495856,7342.136558,6454.680794,4682.565618,245.229754,338.941515
498,0,0,47,4.635622225,243.387295,15.01199257,0.037086374,0,0.814170571,0.289936926,2.034994865,3.572129836,1.182832699,0.318902613,69.589926,22.192409,313.154669,67.553967,47.303967,2.726347,2.034995,1.339732,4,0,0,0.0,0.0,0,38.27233,02 Apr 15:00,31.108043,233.891868,13232.274179,2181.759315,2496.22725,2228.130419,2236.794575,2209.406486,1879.439098,41493.147183,6841.458937,7827.552787,6986.867265,7014.035922,6928.153642,5893.457329,49.970476,71.361961
499,0,0,99,4.545529399,62.76515092,5.151800972,0.600667112,0,0.378303814,0.499347156,3.370035356,2.420445132,0.452863346,0.723142024,23.417663,16.934296,105.379482,23.183104,21.31946,2.187874,3.870035,0.565337,2,0,0,0.0,0.0,0,181.577023,29 Jun 08:00,35.876625,97.331153,6716.287078,999.586043,1305.181265,1351.090206,1327.4602,1056.383555,677.181304,9287.645997,1382.281764,1804.875447,1868.360838,1835.683973,1460.824458,936.443001,146.006977,158.770201
500,0,0,3,3.520742732,345.7666914,6.814885437,0.014393411,1,0.981171979,0.389732804,3.106179285,1.243089806,0.241015853,0.750017229,23.993458,17.995507,107.970563,30.666984,22.459212,1.043119,3.450328,0.302325,5,0,0,0.0,0.0,0,38.019612,28 Jun 17:00,27.819126,273.091576,4836.372667,671.879345,944.262362,1035.14157,967.81263,738.346342,478.276438,6448.347986,895.81844,1258.987406,1380.156893,1290.387044,984.439053,637.687196,42.782254,58.41713
501,1,1,3,3.123387103,246.9451998,9.635923761,0.224471183,1,0.856904182,0.363762191,2.151929664,3.067834138,0.14541501,0.330720311,30.09672,9.953597,135.43524,43.361657,23.111657,1.541809,2.15193,0.716478,3,6,3,1.0,1.0,1,24.606011,28 Jun 14:00,54.005335,229.335594,1211.409189,189.120832,243.257893,225.078636,227.710972,200.844288,125.288907,5746.01573,925.287509,1143.427669,1027.330036,1050.545319,967.426286,631.289232,20.347007,38.174673
502,0,1,89,3.631397581,100.4969869,11.83868185,0.312939643,0,0.551948003,0.482717658,2.850962034,3.526003986,0.880274288,0.444245472,42.990961,19.09854,193.459323,53.274068,33.024068,2.232994,2.850962,0.783242,3,3,3,0.0,1.0,1,93.203258,29 Jun 08:00,35.876625,97.331153,8597.795226,1372.117408,1619.503156,1597.026962,1620.971948,1398.540022,991.348629,22388.354044,3618.305839,4171.589836,4082.693785,4170.3203,3666.357026,2683.53768,86.260588,139.154644
503,1,1,100,3.883911739,324.3138754,8.714635018,0.304555141,0,0.799192808,0.377331799,2.456332224,3.940380215,0.766423752,0.66141098,33.846873,22.386694,152.31093,39.215858,21.338801,4.060957,2.756332,1.473319,2,2,2,1.0,0.0,1,16.088829,26 Jun 15:00,46.085751,247.16374,3018.003052,451.231261,578.842563,599.805552,592.251427,465.693658,329.922062,5361.169725,786.271958,1040.95146,1084.189044,1064.419406,818.774371,566.124429,12.772073,23.472163
504,0,1,86,3.721878677,24.68506559,18.92605516,0.880704892,1,0.299664639,0.38959355,2.94070476,2.740148849,0.217192454,0.613927535,70.440481,43.245351,316.982165,85.167248,64.917248,1.906347,3.240705,0.588251,7,14,7,1.0,1.0,1,45.673823,31 Jul 12:00,56.618921,177.014986,8935.405113,1271.861387,1746.719979,1854.489697,1782.1981,1373.812401,905.647652,19108.147311,2698.901521,3736.879134,4033.410267,3853.944628,2913.148165,1869.986272,14.731658,19.326986
505,0,0,54,4.028183475,324.2554102,11.89589571,0.400447715,1,0.223169147,0.269091512,3.731994365,1.524678422,0.59951514,0.707844226,47.918851,33.919082,215.634827,53.531531,33.281531,1.074036,3.94762,0.272072,8,0,0,0.0,0.0,0,25.477003,06 Jun 17:00,26.720799,273.573044,11520.319995,1607.099832,2293.935771,2414.869306,2264.478969,1794.550411,1144.164167,16275.217663,2270.414323,3240.734978,3411.582638,3199.120182,2535.233268,1616.406558,56.431563,90.767098
506,1,1,66,4.014708484,43.2418253,8.335886309,0.301732409,1,0.795527792,0.306400593,3.598929717,1.889916729,0.526185325,0.899015355,33.466153,30.086586,150.597691,37.511488,21.935195,1.911758,3.934414,0.485907,4,8,4,1.0,1.0,1,29.799222,31 Jul 12:00,56.618921,177.014986,2652.803295,406.256848,502.047461,513.130758,508.079371,419.106149,304.494926,4197.502495,634.462946,795.731628,825.882509,812.630624,656.310723,472.966238,8.578862,14.670755
